Program,Run,core_CPI,atom_CPI,core_L1_hit_rate,core_L2_hit_rate,core_L3_hit_rate,atom_L3_hit_rate
naive,3.0,0.5288087004283366,0.6834958146172634,0.9915007097328183,0.675457008257413,0.767101927115928,0.9470841875677436
openMP,3.0,0.9758170278916861,2.2921162488812308,0.9866288045426742,0.6765200774737744,0.8055770970462961,0.9996329616751926
pthread,3.0,0.433210907065318,1.24653050135142,0.9889239046444003,0.6801777061045805,0.7966048107753763,0.9994972441436912
